timestamp,speaker,words
15:35,Speaker 2,"I mean, it was a lot of fun. I've done some radio since then, both at a university and then also at KFAI in the Twin Cities. And Grinnell was very chaotic and free. There were basically no rules, you know, hold, there were no restrictions on language. We didn't have to worry about swears. When I worked for Minnesota Public Radio, you know, so I was booking concerts and we like we booked a band, The Goddamn Doo-Wop Band, and that goddamn was too offensive, so we had to call them The Gosh Darn Doo-Wop Band. Well, which was absurd because they were they played a show with John Waters. And it was like, we've got John Waters. And they were a great match with him, but it was just absurd. So at Grinnell, it was very free, play whatever you want. I think at times there were efforts to try and get people to follow some playlists, like on the hour you had to play two or three songs, but it was very much kind of at your prerogative. So we played what we wanted, said what we wanted, and people would visit you in the studio. Lots of you know, hosts got kidnapped from the station, so there was dead air. The guy who lived in the dorm room next to me in my freshman year, Dave Koppelman, did a show where he would create crazy stories and do voices and then get calls from campus in that he would air on the show and everything that were, again, any station that was worried about FCC regulations would not have let any of this happen. So this was before CDs, so vinyl. We had two turntables. A pretty good music library there, although it was my freshman year, it was my freshman year, that the station manager was concerned about people stealing records. So they tried to address this by drilling oversized spindle holes in the records. So larger than normal LP spindle holes, but smaller than forty five holes. But in doing this, the way they did it was they lined up the drill press with the circumference of the record rather than the original spindle hole for some reason. And which led to all these records, a lot of records being the grooves not being concentric with the circumference. So records are basically unplayable because they weren't spinning perfect. So I mean, I can't I'm sure some records were stolen. I don't think that many were being stolen. They probably ruined more records by doing this idea than actually was saved. And, yeah, it was a crazy idea. So, freshman year, I had the usual my roommate, Andy Houston and I had a midnight show. It was primarily punk rock. Named for a Stiff Little Finger song that we really loved. And then we do special shows like I did a show with my friend Chris Roth, all Velvet Underground songs, things like that. Yeah, just free and fun."
18:59,Speaker 1,"Gotcha. That sounds amazing. And then what were your responsibilities as music director during your second year? So to the extent, sorry, to the extent that you remember it."
19:20,Speaker 2,"Basically, I was responsible for label relations, which oversells it because it was very low key. Most of it was already labels were serving us, sending us records. So the records were mailed to me. I would maybe write a short review on the sleeve or something and then put it out. Since I wasn't a fan of playlists and everything, I did not pursue any sort of playlist where we were saying that you need to have, you know, my freshman year might have been like from these 20s, you should play one song per hour or something, you know, some loose playlist notion. I did not pursue anything like that because It just wasn't what I, you know, I didn't see utility. We weren't looking for uniformity of sound or consistency of sound. I mean, people were doing, you know, whatever their vision of their show was, their vision of their show, and that's what they would play. So, the best part of the job was going to the mail room every day and getting a pile of records and bringing it back to my room, getting to see all the new records. And I mean, I remember certain records coming in and being really excited and going to the forum. To show people what had arrived because it was a big deal, kind of so, not a stressful job. And then there were different kind of college radio-focused magazines like Boston Rocker. It was Boston Rocker. Um, that would like have surveys or something of Music directors. And so I would create a playlist, even though we didn't have a playlist per se, but just what's on station, which ends up, of course, being very much a cursed a list of what I liked at the time or survey questions like that. So that was a fun job, very low stress. Sadly, most of those records seem to be gone now, which maybe is good because there's some embarrassing things I wrote on some of those records and overenthusing."
21:31,Speaker 1,"Oh, that sounds amazing. And would you would you characterize KDIC as pretty intertwined with like student social culture on campus? Did it affect a lot of like, student life, was it widely consumed, I guess."
21:48,Speaker 2,"It felt like it to me. I mean, you never I mean, it's been hard now having a daughter, two daughters, that did college radio, and in the age of streaming, where if it's turned on, you can see exactly how many people are streaming at any given time. And in an age where kids didn't grow up listening to radio, it's not a big audience. But at the time, it felt like people really listened. People are excited to do shows. More people applied to do shows than were available slots with the station up twenty four seven. So, yeah, it felt to me like a big part of campus life, a good way of promoting upcoming concerts and everything. Like I said, people, since it was in Darby Gymnasium, which is where the dining hall is now and everything was kind of center of campus. So people, friends would just stop by and bring you food or beer or something or whatever depending on what was going on. Sometimes people did broadcast from the rooftop outs studio 'cause you could just climb out the windows there and do things between Darby and Yonkers. There was a field there. Some guys even did live broadcasts of intramural football games from up there, which was funny because the station didn't do actual varsity sports, but they did intramural sports instead. Yeah, I think it was a vital part of the campus. I'm kind of sad at kind of what the administration has allowed to happen to the station at this point."
23:26,Speaker 1,"Yeah, but it's great to hear about what it once was. Aspirationally somewhat. And then circling back to your other positions, for the... Sorry, I'm forgetting the exact name you called it, but the position you worked in the film department or for the film?"
23:46,Speaker 2,"I was just on the committee. So like we had concerts director, we also had films directors that so my Junior Beno, he was a really good guy. And then my senior year was Jessica Metsikappa did that. And back then it was all film actual film based, so we would rent films from different houses and project them in South Lounge in an ARH. And then my senior year is when the unfortunate decision was made to go over to video cassette, which at the time, I resisted, but the student government kind of got sold on it by industry people, and it really was a way for the industry to get higher licensing fees. Like they they controlled it as as opposed to the independent rental houses that had owned the the film Prince before. And VHS. I mean, we we don't need to get into this, but VHS there was all sorts of pan and and changing of the film format to suit television, and so it was it was an inferior format with a higher cost. with a higher cost. And it just it was a it was an unfortunate move. And maybe we would have been forced into it anyway, but I was unhappy when it happened. So anyway, and that was just a committee. You'd have the chair that was in charge of kind of running the program and getting the projectionists to work and everything. And then for me, it was just fun because it's just like these are movies I love or I haven't seen that I've heard about that I want to see, and you'd get these great catalogs with paragraph descriptions or something."
25:37:00,Speaker 1,Yeah. And could you describe the extent to which you saw Georgia involved with the film committee and the decisions regarding the films?
25:49:00,Speaker 2,"I mean, I maybe talked to her about it a bit, but I really didn't deal with her directly on it. I assume the chairs did. I just knew that there were things that were Georgia's series. Because we I mean, it was very busy. There would be two films a night on weeknights, you know, which as someone who maybe didn't take his academics entirely seriously, there was always a movie to go to on campus. Maybe not seven nights a week, but pretty close to it. There was always something to see. And at that age, there's so much you haven't seen. It was a great opportunity. So, and Georgia, I guess it was definitely the more
programmatic, this is a series, a thematic series that she was behind. And I don't know if she generated that herself or whether she talked with other students or something. I'm not sure where that came from."
26:40:00,Speaker 1,But you didn't really interact with her in the position of being on the film committee.
26:45:00,Speaker 2,"No, no."
26:46:00,Speaker 1,"Yeah. Makes sense. And then do you remember how well attended the films were? I'm sure there was a range, but you could describe the range."
26:58:00,Speaker 2,"I mean, films in ARH, it was a fun, rowdy place to see movies. I mean, it was because you had the balcony, which was kind of the, I believe smoking was permitted up there. People definitely did smoke up there. I mean, I remember being there once when the projectionist had left to go do something. Party or something, and the film wasn't didn't get taken up on the take-up spool and unspooled on the floor. It was a big mess. I mean, some of those films, like, I remember seeing Blue Velvet there, and it felt like a full house. So I don't know if it was 150, 200 people. I mean, it was a big auditorium. And then, you know, South Lounge for an art film or something, 20 people, 25 people, something like that. It's forever at this distance. Yeah, exactly. We were there. But people love going to movies. We didn't have the option now where you can stream, obviously. So if you want to see movies, and you want something to do, that was the thing. That was another thing that happened my senior year: is that some of the faculty were unhappy about ARH being used for events and films, and so they were taking it away. So I actually, staged an event there, a protest, kind of a final ARH event, and we had bands playing and projected things over the bands. Campus bands with some town towns people that were in the bands too and everything to kind of and and alcohol was involved in things and everything to kind of... it really was a great space to see things as opposed to we don't want to focus too on the negative, but Harris has always been a... I mean, architecturally, it's abysmal, and just functionally, it doesn't seem like a great space either. And then South Lounge, which maybe wasn't an ideal film venue. It was a nice concerts venue because the North Lounge was a good room for dances and things like that. I liked it. Acoustically, it was functional. So I hope someday the college can replace Harris Center, but I fear that that's going to be there a long time just 'cause it's there. Yeah, not a priority."
29:32:00,Speaker 1,"Yeah, it seems difficult. I remember talking with the past Concert Chair Hayden, who I'm sure you've heard of at the very least."
29:43:00,Speaker 2,Hayden is I think he stayed with us even here.
29:46:00,Speaker 1,"So lovely, yeah. But he was just saying how he thinks it's difficult to hold events in a space that's designed like a middle school gym and the acoustics change so much once the room is full of people, it makes it seems challenging."
30:02:00,Speaker 2,"Yeah. I mean, we had Darby, which was kind of the equivalent. It was a literal gymnasium, but it was cool. It had this beautiful wood ceiling and it was a fun place for the big concerts. Sorry I interrupted you there."
30:18:00,Speaker 1,"No, I was basically just going to say I remember when I was researching for this interview, I found an article you wrote in the S&B. Discussing, I can't remember if you wrote it, if you were interviewed in it, but it was discussing kind of a lack of an adequate venue for larger size concerts, which we're probably referring to Darby Gym being difficult to recognize them. Yeah."
30:44:00,Speaker 2,"And I don't, I mean, obviously. I don't think well, Liev has been my daughter Liev, who you know obviously has been the concerts chair the last couple of years. And I don't think she's done any outdoor concerts, or have there been any outdoor concerts?"
31:02:00,Speaker 1,"Um, not that I can recall, no."
31:06:00,Speaker 2,"So, hopefully, that's something that can be revived because I mean there were we did get noise complaints with some concerts, but it was I mean, it's really fun to have those outdoor shows as well. So it'd be great if the school could bring back that tradition, you know, as it rebuilds the concerts program post-pandemic care."
31:27:00,Speaker 1,"Yeah, I completely agree with that. But before we get too ahead of ourselves, could you just describe you're, like circling back to your position as concerts chair, could you describe what your day to day was as concerts chair? Like what your responsibilities would look like?"
31:49:00,Speaker 2,"So again, I worked with Georgia on the booking side. I would say the majority of the concerts were booked via Georgia because she had industry contacts. So starting my junior year, once I had been chosen as the concerts chair, I started talking to her and kind of went to her with a wish list I had put together of artists that I wanted to bring back to the campus or bring to the campus, excuse me. And then for some, so when I was booking in the 80s, Minneapolis, the Minneapolis scene was a very hot scene. There were a lot of good bands. For the Minneapolis bands, some of them I did directly just because I knew people. It was just easier for me to deal with them directly. Some of them didn't have they weren't through these larger agencies. So I did that, but Georgia definitely was a big part of the booking process. I would say 75% of the shows or something maybe went through her. So I went to with to her with my list and we kind of communicated, sorry, my junior year and through that summer and put together and she did a good job, I think, of getting a lot of the artists I wanted to get. You know, it's always availability and routing and things like that, and also coming to me with other possibilities, things that might be interesting. Once I got back to campus, it was difficult for Georgia because I decided not to have a telephone. And that's, of course, how she communicated since she didn't come onto campus. So I had roommates, we lived in a house together off campus, and other people in the house had phones. So in hindsight, maybe I should have gotten a phone, it would have been nicer to Georgia, but part of me didn't want to be tied down to the phone. And, cause she was they were long conversations when you were on the phone with her because she hears, and that was her world, and she would talk about what was going on in her life and um... So I would go to the Forum, and someone working at the forum desk would say, George is trying to get a hold of you, or something like that. So it was a bit, and at that time, it wasn't a paid position, as I know student positions are now. And I understand that totally makes sense, so that it's not just people that don't need a second job or whatever can work the jobs. But at that point, we received a small stipend. It might have been $125 a semester or something. It was nothing. And I worked the shows, but I did not pay myself for the shows, I guess, because I mean, to me, it was so much fun. I didn't feel like I needed to be paid. And we had I had a Concerts Committee of like six people that were kind of the same function that I had served when I had been on the committee. You've got people from all over the country at Grinnell bringing knowledge of their local music scene or whatever. And then those people, as they wanted to, work the events, set up. You know, whether it's helping the bands set up and break down, Sound Guy. I mean, a lot of shows at Grinnell are very simple. You know, it's just a dance floor or whatever, and a band on stage. But we also tried to do things that had a little more involve, like jazz shows in North Lounge, where we had tables, tried to kind of get a create a jazz club vibe with tables, with tablecloths and candles and things like that. So yet, day to day promoting it, which at that point was very simple, S&B basically getting notices in the S&B. For some shows doing a write-up, but not all of them. You know, Xeroxing flyers to post around campus. That could have been a more sophisticated operation. I know Liv's worked with some artists on campus to have and I wish we would have done more of that with poster art and everything, but that was not, it was very much Xerox things, go to the forum and have people with markers mark up the things and that. Post them on lots of floors or wherever to get people's attention and things like that. And then KDIC just posts something up there so people, hosts knew about it, but it was very much a word of mouth situation. So yep, communicating and then payment to bands was done. I would deal with the treasurer of the SGA. And get checks cut for the sound guy, for the band, and also pay we had people that would assist consistently that we would actually pay for working the concerts too. And then I went to SGA meetings and kind of reported on what was going on at the concerts program, which was kind of fun. Yeah, I maybe had a little different sensibility than student government officers."
37:20:00,Speaker 1,So yes.
37:24:00,Speaker 2,So speak out.
37:27:00,Speaker 1,"Yes, we will get to that."
37:28:00,Speaker 1,I have a bunch of things I want to follow up on before I lose track of everything. So you mentioned that you basically brought a list to Georgia and she was almost able to completely like match what you'd put on there.
37:47:00,Speaker 2,"She was able to get a significant number of artists that I wanted. And I mean, some of them were high in the, for English artists that if they're not in the US, they couldn't get it. A couple shows that we didn't get that I you know, I tried to bring The Replacements back. And I'm not sure that Georgia tried that hard to make that happen because of what happened the first time they came. And I had spoken to their manager, and he, he was totally up for it, Peter Jesperson. It didn't happen. I was, Billy Bragg was an artist in the eighties who was big and very political. And '87, '88 was, of course, a presidential election cycle, and he was doing a limited US tour of seven dates, I believe. And they offered I he was on my list and they offered us a date and I was going to have him. He played solo with guitar, very left politically. And I was going to put him in Herrick Chapel because I thought it would be cool to have him there because we had a lot of the presidential candidates speak there, and because effectively he was very much in the kind of Woody Guthrie, preaching politics mode. But it was the same day that Bill Bradley, US senator from New Jersey, former NBA, New York Knicks player. And a presidential candidate at the time was speaking, but he was speaking that afternoon. I wanted the concert that night, and someone in the administration, basically, threw a roadblock and said we don't want to have these two events on the same day. And so we didn't get them, which is a big frustration. But generally, I felt like she did a great job of helping get artists that I wanted."
39:38:00,Speaker 1,"That sounds very cool. Do you think it was common for kind of politics to seep into concerts like you were discussing? In eighty seven, eighty eight, or was that something that sorry?"
39:58:00,Speaker 2,"For me, no, that was that was unusual. But I mean, he was specifically doing a tour keyed to the election. Forget what he called it, but it was specifically to come and speak to the election, so that was a special thing. But otherwise, it was music as music was what was going on."
40:20:00,Speaker 1,"And were there any other instances where sort of you and maybe with the support of Georgia, maybe not, had some sort of idea for a concert, but there was a pushback from administration? In terms of like booking artists or hosting an event?"
40:38:00,Speaker 2,"No, I really felt like we had control of the process. Georgia would give me feedback if she heard something from kind of industry people of like this person isn't reliable, don't book this person, or this person maybe isn't what they once were. So I remember getting that feedback, whether or not that was entirely the best information. I can't say at this distance, but I didn't feel like other than The Replacements, I feel like she maybe didn't pursue it and just said, ""No, they can't do it."" And I should have, since I knew Pete Jesperson before he managed replacements, worked at my favorite record store in Minneapolis, so I knew him through that. And I talked to him before a show in Minneapolis, and I probably shouldn't, that's a show I probably should have just done myself. But at that point, they were starting to blow up, and so we went through official channels. And I suspect that Georgia just said ""This was a nightmare last time, so we're not going to do it again."" But otherwise, you know, no, it was free. I mean, we like for Alice Wonderland Party, which have they had that at all while you've been there?"
42:00:00,Speaker 1,"Yeah, that's I don't know if I would call it a party as much as sort of like an event. It's very like, it's like a known event, but it's not really something that people will like plan for in terms of like hosting or like, organizing."
42:18:00,Speaker 2,"I read that there was used to be music at those, but yeah, so my senior year. We had it, and the date that worked also happened to be Parents' Weekend, which some people, probably for good reason, thought wasn't a great idea given what went on at Alice in Wonderland. We went ahead and had it Parents' Weekend, which if the administration was going to interfere with something, the campus psychedelic party happening Parents' Weekend would be something you'd think. They would probably say, and they let us have it. And we brought, and I brought up Minneapolis Down for that. For it was, it was a fantastic day, a very cool day."
43:02:00,Speaker 1,"That sounds super cool. I would love, I know I've I've heard you talk about The Replacements concert researching for this interview, but just for the sake of the oral history record, do you think you could describe the concert? Do you remember it?"
43:21:00,Speaker 2,"So, yeah, again, they were my favorite band in the world. So, it was very exciting. So another Minneapolis band came that I was not so excited about The Wallettes, who fashioned themselves as kind of polka punk. And they had a guy, Steve Kramer, was the head of the band. He's a guy who had been kind of in the New York scene in the late 70s, early 80s, but then at a party had fallen out a window and injured himself and moved back to Minneapolis. And so he was a artist as well as a musician. They had accordion, and the band had a red ambulance that they toured in. Like an old Cadillac red ambulance with tail fins and everything. It's very, anyway so, they had played the night before in the quad cities, and for whatever reason the sound guy had been the sound guy for them the night before came with them. And my recollection is, and this does again, it's one of these memories that's like, is that really how it was? But was that they came and basically said, sound guy's with us, we're going to play second, you know. And then that's what happened, you know. And so I was doing setup because, of course, I wanted to be there for everything. And then so they got there, sound guy was there, they set up, then The Replacements showed up late, pulled up in a van that they had rented for it, and like. Literally opened the van door and beer can spilled out. They made some pretty off-color remarks about what had gone on on the way down on the trip and everything. Maybe we don't need to get into that. Anyway, but I was young and excited and didn't really know. And so three of them, Paul Westerberg, the singer, songwriter, guitarist, Tommy Stinson, the bass player, and Chris Mars, the drummer, went to do an interview with David De Young, who was the station manager at KDIC, and Gene Silverberg, who was the music director, which we have the recording of, by the way. I think Hayden has it, I believe, too. So they went off to do an interview already intoxicated because they basically spent all the money they had for the trip on their way down. And this is what I mean. I don't know if they, at that point, whether people they even had credit cards or anything to get themselves back. They really needed to get paid for the show to get back. And then Bobby, who was Tommy's older brother and the guitar player, did not do the interview. So I ran off to get him more beer, which, in hindsight, it was maybe not the best idea because he had some issues there. Anyway, so they did that and then they came out to play after doing the interview and everything, and they were the first band, and it was outside north of Darby where we would set up bands. There was a little parking lot there we would set up the stage there for bands. And then the little platform stage, and it was because they were playing first, it was so early, hardly anyone was there, and it was mostly North Campus students, which again, the classic, however seriously you want to take North-South campus divide, it was more North Campus jocks and everything. So, very few people were there. And they started playing. And my roommate and I were kind of like wound up, and the crowd was kind of like a little bit, I don't know. The band was messed up. It was clear from the beginning. They didn't finish a song during the show. People were calling out requests, like Andy Poland, who was a campus musician and fan, calling out requests, and Paul Westberg was, you know, on the stage whispering, basically, if you can score us some coke, we'll play that for you. Or they're saying, like, we don't know that song, things like that. And these kind of football players, to generalize, were like kind of like not into it. So we were slam dancing as much as we could to songs that ended after a minute or whatever. Very messy, and I don't even remember how many songs they did at one point. Tommy, like I said, I shouldn't have gotten beer to at one point. He was wearing a Boo and a Betty Boo poltertop. And at one point he went and urinated off the end of the east end of the stage, and they were like, people sitting on a blanket like twenty-five feet feet away. So, um, so, like, like that. Um, and at one point, then Bobby threw up his guitar in the air. And it came down and broke one of the monitor speakers that the sound guy had brought. And after he did that, Chris Mars kicked over his drum kit and they kind of just, made a mess and the speaker had been broken. The sound guy was like pissed off. He's basically like, F this. What, you know, what are these guys, these clowns doing? So he cut the sound, and went up and started to get ready to break down the stage. And so the band realized that, sort of, you know, and were kind of staggering around and sort of like put the drum kit back up and act as if they were going to put things back together. But the sound guy was not having it. And so at that point, when they realized that, then Bobby smashed his guitar for real, like broke it, the neck went flying into the crowd. Tommy went and got it. He was playing, I think he always played this Rickenbacher bass, and he went and got another bass from the van and smashed the other bass. So, not his favorite bass, apparently. I don't think he totally broke it, but he smashed that. Anyway, and that was the end of their set. Like, it was over. The sound guy called the police because he wanted to get paid for a speaker, which I mean it was it was it was dumb. Um so the Grinhell police came out. And that was The Replacement's performance, basically. They ended up getting cut a check less than the amount than their you know their agreed fee, which was a tiny fee anyway, I think, and maybe heard in every memory was that they ended up receiving a little over a hundred dollars, you know, like one hundred and twenty dollars or something as their payment for the gig after backing out the cost of this this monitor speaker. But again, at this point, memories get a little foggy. So, and it was funny because the next day, walking around campus and the word on campus was that they were in jail and they had been arrested since the police came out, which they were not arrested. They left. Of course, they didn't have a driver, so that's a whole nother question. I'm not even sure who was how they, you know, they got back. So and then The Wallets played. Which I don't have many memories of the Wallets."
50:50:00,Speaker 1,Slightly overshadowed.
50:52:00,Speaker 2,"Yeah, yeah. Great, because one of the guys on the concerts committee was a jazz musician, played in campus bands, and afterwards he's like, that's the greatest rock and roll show I've ever seen. So it was a mess, but it was also very memorable. And the band gave me the guitar they smashed. So we have the guitar Andy Poland, who I mentioned before, has the neck, which last time I saw him he offered to me, but I said it's kind of cool that the two of us have pieces of the guitar."
51:25:00,Speaker 1,"Yeah, that's super cool."
51:27:00,Speaker 2,And sorry for the nostalgia trip here.
51:30:00,Speaker 1,"No, no, this is great stuff. I'm so excited about this. If you would be interested in maybe like sending a photo of the guitar, I think that could be a really cool thing too for us to have."
51:42:00,Speaker 2,"But yeah, it's been in a couple books now. A guitar collecting book. And then a friend wrote a chapter on smashing guitars in the picture. I guess it's also it's also in an oral history of The Replacements, too. So but we have pictures, yeah, so I can send that. That would be sadly, there's no soundboard recording the show, which I would love to be able to hear that."
52:10:00,Speaker 1,"Yeah, it would be crazy to hear."
